CMDLINE /opt/anaconda3/bin/python artificialneuralnetwork-profiling.py
FUNC __main__.cost_function 184.3750 1739816317.6585 184.3750 1739816317.6632 0
FUNC __main__.cost_function 184.3906 1739816317.7335 184.3906 1739816317.7388 0
FUNC __main__.cost_function 184.3906 1739816317.7423 184.3906 1739816317.7433 0
FUNC __main__.cost_function 184.3906 1739816317.7445 184.3906 1739816317.7503 0
FUNC __main__.cost_function 184.3906 1739816317.8207 184.4062 1739816317.8260 0
FUNC __main__.cost_function 184.4062 1739816317.8301 184.4062 1739816317.8323 0
FUNC __main__.cost_function 184.4062 1739816317.8343 184.4062 1739816317.8384 0
FUNC __main__.cost_function 184.4062 1739816317.9086 184.4062 1739816317.9155 0
FUNC __main__.cost_function 184.4062 1739816317.9856 184.4062 1739816317.9900 0
FUNC __main__.cost_function 184.4062 1739816317.9947 184.4062 1739816317.9958 0
FUNC __main__.cost_function 184.4062 1739816317.9989 184.4062 1739816318.0111 0
FUNC __main__.cost_function 184.4062 1739816318.0813 184.4062 1739816318.0876 0
FUNC __main__.cost_function 184.4062 1739816318.0913 184.4062 1739816318.0948 0
FUNC __main__.cost_function 184.4062 1739816318.0958 184.4062 1739816318.1021 0
FUNC __main__.cost_function 184.4062 1739816318.1720 184.4062 1739816318.1769 0
FUNC __main__.cost_function 184.4062 1739816318.1813 184.4062 1739816318.1825 0
FUNC __main__.cost_function 184.4062 1739816318.1836 184.4062 1739816318.1894 0
FUNC __main__.cost_function 184.4062 1739816318.2591 184.4062 1739816318.2683 0
FUNC __main__.cost_function 184.4219 1739816318.3379 184.4219 1739816318.3429 0
FUNC __main__.cost_function 184.4219 1739816318.3496 184.4219 1739816318.3507 0
FUNC __main__.cost_function 184.4219 1739816318.3531 184.4219 1739816318.3573 0
FUNC __main__.cost_function 184.4219 1739816318.4272 184.4219 1739816318.4341 0
FUNC __main__.cost_function 184.4219 1739816318.5035 184.4219 1739816318.5222 0
FUNC __main__.cost_function 184.4375 1739816318.5923 184.4375 1739816318.5972 0
FUNC __main__.cost_function 184.4375 1739816318.6037 184.4375 1739816318.6047 0
FUNC __main__.gradient 270.4375 1739816268.5982 270.4375 1739816268.6709 0
FUNC __main__.gradient 270.4531 1739816268.6854 270.4844 1739816268.7638 0
FUNC __main__.gradient 275.9062 1739816268.7867 275.9062 1739816268.8581 0
FUNC __main__.gradient 275.9062 1739816268.8638 275.9062 1739816268.9357 0
FUNC __main__.gradient 276.8438 1739816268.9406 276.8750 1739816269.0101 0
FUNC __main__.gradient 282.5625 1739816269.0283 282.5938 1739816269.0986 0
FUNC __main__.gradient 283.3438 1739816269.1155 283.3438 1739816269.1856 0
FUNC __main__.gradient 283.3438 1739816269.2039 283.3438 1739816269.2739 0
FUNC __main__.gradient 283.3594 1739816269.2937 283.3594 1739816269.3637 0
FUNC __main__.gradient 283.3594 1739816269.3792 283.3594 1739816269.4492 0
FUNC __main__.gradient 283.3750 1739816269.4541 283.3750 1739816269.5240 0
FUNC __main__.gradient 283.3750 1739816269.5286 283.3750 1739816269.5982 0
FUNC __main__.gradient 283.3750 1739816269.6166 283.3750 1739816269.6867 0
FUNC __main__.gradient 283.9688 1739816269.6926 283.9688 1739816269.7633 0
FUNC __main__.gradient 284.2656 1739816269.7842 284.2656 1739816269.8547 0
FUNC __main__.gradient 284.2656 1739816269.8622 284.2656 1739816269.9317 0
FUNC __main__.gradient 284.2656 1739816269.9541 284.2656 1739816270.0241 0
FUNC __main__.gradient 284.2656 1739816270.0290 284.2656 1739816270.0988 0
FUNC __main__.gradient 284.2656 1739816270.1056 284.2656 1739816270.1758 0
FUNC __main__.gradient 284.6250 1739816270.1834 284.6250 1739816270.2531 0
FUNC __main__.gradient 290.5781 1739816270.2735 290.5781 1739816270.3438 0
FUNC __main__.gradient 290.5781 1739816270.3531 290.5781 1739816270.4234 0
FUNC __main__.gradient 295.9219 1739816270.4403 295.9219 1739816270.5100 0
FUNC __main__.gradient 295.9219 1739816270.5175 295.9219 1739816270.5871 0
FUNC __main__.gradient 295.9219 1739816270.6089 295.9375 1739816270.6788 0
FUNC __main__.gradient 295.9375 1739816270.6849 295.9375 1739816270.7545 0
FUNC __main__.gradient 295.9375 1739816270.7767 295.9375 1739816270.8469 0
FUNC __main__.gradient 295.9375 1739816270.8576 295.9375 1739816270.9278 0
FUNC __main__.gradient 295.9375 1739816270.9470 295.9375 1739816271.0169 0
FUNC __main__.gradient 295.9375 1739816271.0277 295.9375 1739816271.1050 0
FUNC __main__.gradient 295.9375 1739816271.1221 295.9375 1739816271.1922 0
FUNC __main__.gradient 295.9375 1739816271.2085 295.9375 1739816271.2789 0
FUNC __main__.gradient 295.9531 1739816271.2841 295.9531 1739816271.3543 0
FUNC __main__.gradient 295.9531 1739816271.3629 295.9531 1739816271.4331 0
FUNC __main__.gradient 295.9531 1739816271.4539 295.9531 1739816271.5238 0
FUNC __main__.gradient 295.9531 1739816271.5330 295.9531 1739816271.6029 0
FUNC __main__.gradient 295.9531 1739816271.6229 295.9531 1739816271.6927 0
FUNC __main__.gradient 295.9531 1739816271.7158 295.9531 1739816271.7857 0
FUNC __main__.gradient 295.9531 1739816271.8017 295.9531 1739816271.8716 0
FUNC __main__.gradient 295.9531 1739816271.8764 295.9531 1739816271.9463 0
FUNC __main__.gradient 295.9531 1739816271.9948 295.9531 1739816272.0649 0
FUNC __main__.gradient 295.9531 1739816272.0894 295.9531 1739816272.1600 0
FUNC __main__.gradient 295.9531 1739816272.1657 295.9531 1739816272.2355 0
FUNC __main__.gradient 295.9531 1739816272.2570 295.9531 1739816272.3283 0
FUNC __main__.gradient 301.5625 1739816272.3672 301.5625 1739816272.4372 0
FUNC __main__.gradient 301.5625 1739816272.4425 301.5625 1739816272.5123 0
FUNC __main__.gradient 301.5625 1739816272.5273 301.5625 1739816272.5975 0
FUNC __main__.gradient 301.5625 1739816272.6178 301.5625 1739816272.6877 0
FUNC __main__.gradient 301.5625 1739816272.6928 301.5625 1739816272.7622 0
FUNC __main__.gradient 301.6250 1739816272.7771 301.6250 1739816272.8469 0
FUNC __main__.gradient 301.6250 1739816272.8687 301.6250 1739816272.9430 0
FUNC __main__.gradient 301.6250 1739816272.9623 301.6250 1739816273.0326 0
FUNC __main__.gradient 301.6250 1739816273.0396 301.6250 1739816273.1093 0
FUNC __main__.gradient 301.6250 1739816273.1282 301.6250 1739816273.1982 0
FUNC __main__.gradient 301.6250 1739816273.2035 301.6250 1739816273.2732 0
FUNC __main__.gradient 301.6250 1739816273.2936 301.6250 1739816273.3650 0
FUNC __main__.gradient 301.6250 1739816273.3720 301.6250 1739816273.4421 0
FUNC __main__.gradient 301.8750 1739816273.4617 301.8750 1739816273.5317 0
FUNC __main__.gradient 301.8750 1739816273.5363 301.8750 1739816273.6061 0
FUNC __main__.gradient 301.7188 1739816273.6506 301.7188 1739816273.7224 0
FUNC __main__.gradient 301.7188 1739816273.7780 301.7188 1739816273.8484 0
FUNC __main__.gradient 301.7188 1739816273.8606 301.7188 1739816273.9305 0
FUNC __main__.gradient 301.7188 1739816273.9571 301.7188 1739816274.0271 0
FUNC __main__.gradient 301.7188 1739816274.0345 301.7188 1739816274.1044 0
FUNC __main__.gradient 301.7188 1739816274.1293 301.6719 1739816274.1997 0
FUNC __main__.gradient 301.6719 1739816274.2180 301.6719 1739816274.2882 0
FUNC __main__.gradient 301.6719 1739816274.2929 301.6719 1739816274.3630 0
FUNC __main__.gradient 301.6719 1739816274.3795 301.6719 1739816274.4496 0
FUNC __main__.gradient 301.6719 1739816274.4897 301.6719 1739816274.5594 0
FUNC __main__.gradient 301.6719 1739816274.7148 301.6719 1739816274.7843 0
FUNC __main__.gradient 301.6719 1739816274.7888 301.6719 1739816274.8585 0
FUNC __main__.gradient 301.6719 1739816274.8885 301.6719 1739816274.9582 0
FUNC __main__.gradient 301.6719 1739816274.9657 301.6719 1739816275.0354 0
FUNC __main__.gradient 301.6719 1739816275.0603 301.6719 1739816275.1300 0
FUNC __main__.gradient 301.6719 1739816275.1364 301.6719 1739816275.2062 0
FUNC __main__.gradient 301.6719 1739816275.2260 301.6719 1739816275.2956 0
FUNC __main__.gradient 301.6719 1739816275.3109 301.6719 1739816275.3806 0
FUNC __main__.gradient 301.6719 1739816275.3891 301.6719 1739816275.4583 0
FUNC __main__.gradient 301.6719 1739816275.4774 301.6719 1739816275.5468 0
FUNC __main__.gradient 301.6719 1739816275.5531 301.5781 1739816275.6232 0
FUNC __main__.gradient 301.5781 1739816275.7510 301.5781 1739816275.8211 0
FUNC __main__.gradient 301.5781 1739816275.8264 301.5781 1739816275.8965 0
FUNC __main__.gradient 301.5781 1739816275.9115 301.5781 1739816275.9819 0
FUNC __main__.gradient 301.5781 1739816275.9879 301.5781 1739816276.0580 0
FUNC __main__.gradient 301.5781 1739816276.0868 301.5781 1739816276.1568 0
FUNC __main__.gradient 301.5625 1739816276.1708 298.8125 1739816276.2440 0
FUNC __main__.gradient 298.8281 1739816276.2872 298.8281 1739816276.3574 0
FUNC __main__.gradient 298.8281 1739816276.3725 298.8281 1739816276.4428 0
FUNC __main__.gradient 298.8281 1739816276.4601 298.8281 1739816276.5299 0
FUNC __main__.gradient 298.8281 1739816276.5467 298.8281 1739816276.6165 0
FUNC __main__.gradient 298.8281 1739816276.6507 298.8281 1739816276.7206 0
FUNC __main__.gradient 298.8281 1739816276.7251 298.8281 1739816276.7947 0
FUNC __main__.gradient 298.8281 1739816276.8102 298.8281 1739816276.8799 0
FUNC __main__.gradient 298.8281 1739816276.8856 298.8281 1739816276.9556 0
FUNC __main__.gradient 291.2500 1739816277.0485 291.2500 1739816277.1202 0
FUNC __main__.gradient 291.2500 1739816277.1462 291.2500 1739816277.2166 0
FUNC __main__.gradient 291.2500 1739816277.2330 291.2500 1739816277.3033 0
FUNC __main__.gradient 291.2500 1739816277.3086 291.2500 1739816277.3786 0
FUNC __main__.gradient 291.2500 1739816277.3849 291.2500 1739816277.4546 0
FUNC __main__.gradient 291.2656 1739816277.4739 291.2656 1739816277.5460 0
FUNC __main__.gradient 291.2656 1739816277.5509 291.2656 1739816277.6216 0
FUNC __main__.gradient 291.2656 1739816277.6496 291.1875 1739816277.7230 0
FUNC __main__.gradient 291.2031 1739816277.7469 291.2031 1739816277.8174 0
FUNC __main__.gradient 291.2031 1739816277.8227 291.2031 1739816277.8929 0
FUNC __main__.gradient 291.2031 1739816277.9123 291.2031 1739816277.9823 0
FUNC __main__.gradient 291.2031 1739816277.9875 291.2031 1739816278.0573 0
FUNC __main__.gradient 291.2031 1739816278.0752 291.2031 1739816278.1450 0
FUNC __main__.gradient 291.2031 1739816278.1508 291.2031 1739816278.2208 0
FUNC __main__.gradient 291.2031 1739816278.2362 291.2031 1739816278.3062 0
FUNC __main__.gradient 291.2031 1739816278.3242 291.2031 1739816278.3942 0
FUNC __main__.gradient 291.2031 1739816278.4111 291.2031 1739816278.4816 0
FUNC __main__.gradient 291.2031 1739816278.4996 291.2031 1739816278.5697 0
FUNC __main__.gradient 291.2031 1739816278.5777 290.7969 1739816278.6519 0
FUNC __main__.gradient 277.4219 1739816278.7227 277.4219 1739816278.7950 0
FUNC __main__.gradient 277.4219 1739816278.8169 277.4219 1739816278.8895 0
FUNC __main__.gradient 277.4219 1739816278.8953 277.4219 1739816278.9659 0
FUNC __main__.gradient 277.4375 1739816278.9841 277.4375 1739816279.0536 0
FUNC __main__.gradient 277.4375 1739816279.0603 277.4375 1739816279.1306 0
FUNC __main__.gradient 277.4375 1739816279.1600 277.4375 1739816279.2309 0
FUNC __main__.gradient 277.4375 1739816279.2407 277.4375 1739816279.3115 0
FUNC __main__.gradient 277.4375 1739816279.3306 277.4375 1739816279.4010 0
FUNC __main__.gradient 277.4375 1739816279.4107 277.4375 1739816279.4826 0
FUNC __main__.gradient 277.4375 1739816279.5080 277.4375 1739816279.5788 0
FUNC __main__.gradient 277.4375 1739816279.5836 277.4375 1739816279.6538 0
FUNC __main__.gradient 277.4375 1739816279.6757 277.4375 1739816279.7461 0
FUNC __main__.gradient 277.4375 1739816279.7525 276.3906 1739816279.8289 0
FUNC __main__.gradient 276.3906 1739816279.8393 276.3906 1739816279.9099 0
FUNC __main__.gradient 276.3906 1739816279.9537 271.5000 1739816280.0300 0
FUNC __main__.gradient 238.0469 1739816280.1709 234.3125 1739816280.2502 0
FUNC __main__.gradient 234.3125 1739816280.2562 234.3125 1739816280.3266 0
FUNC __main__.gradient 234.3906 1739816280.3477 234.3906 1739816280.4183 0
FUNC __main__.gradient 234.3906 1739816280.4291 234.3906 1739816280.4988 0
FUNC __main__.gradient 234.4531 1739816280.5166 234.4531 1739816280.5868 0
FUNC __main__.gradient 234.4531 1739816280.5921 234.4531 1739816280.6618 0
FUNC __main__.gradient 239.1406 1739816280.6821 239.1406 1739816280.7527 0
FUNC __main__.gradient 239.1406 1739816280.7638 239.1406 1739816280.8344 0
FUNC __main__.gradient 239.3906 1739816280.8559 239.3906 1739816280.9265 0
FUNC __main__.gradient 239.3906 1739816280.9357 239.4062 1739816281.0064 0
FUNC __main__.gradient 245.1094 1739816281.0283 245.0312 1739816281.1015 0
FUNC __main__.gradient 245.6094 1739816281.1123 245.6094 1739816281.1829 0
FUNC __main__.gradient 250.3750 1739816281.2113 250.3750 1739816281.2808 0
FUNC __main__.gradient 250.3750 1739816281.2873 250.3750 1739816281.3571 0
FUNC __main__.gradient 250.5312 1739816281.3882 250.5312 1739816281.4578 0
FUNC __main__.gradient 250.5312 1739816281.4645 250.5312 1739816281.5344 0
FUNC __main__.gradient 250.9844 1739816281.5492 250.9844 1739816281.6197 0
FUNC __main__.gradient 250.9844 1739816281.6360 250.9844 1739816281.7064 0
FUNC __main__.gradient 251.0469 1739816281.7275 251.0469 1739816281.7969 0
FUNC __main__.gradient 251.0469 1739816281.8043 251.0469 1739816281.8741 0
FUNC __main__.gradient 251.3906 1739816281.9028 251.3906 1739816281.9725 0
FUNC __main__.gradient 251.3906 1739816281.9920 251.3906 1739816282.0625 0
FUNC __main__.gradient 251.4062 1739816282.0843 251.4062 1739816282.1551 0
FUNC __main__.gradient 251.4062 1739816282.1611 251.4062 1739816282.2310 0
FUNC __main__.gradient 251.4062 1739816282.2513 251.4062 1739816282.3221 0
FUNC __main__.gradient 251.4219 1739816282.3439 251.4219 1739816282.4139 0
FUNC __main__.gradient 251.8906 1739816282.4433 251.8906 1739816282.5133 0
FUNC __main__.gradient 251.8906 1739816282.5329 251.8906 1739816282.6028 0
FUNC __main__.gradient 251.8906 1739816282.6097 251.8906 1739816282.6803 0
FUNC __main__.gradient 256.7031 1739816282.7048 256.7031 1739816282.7746 0
FUNC __main__.gradient 256.7031 1739816282.7808 256.7031 1739816282.8508 0
FUNC __main__.gradient 257.1406 1739816282.8697 257.1406 1739816282.9456 0
FUNC __main__.gradient 257.1406 1739816282.9635 257.1406 1739816283.0333 0
FUNC __main__.gradient 257.1406 1739816283.0556 257.1406 1739816283.1261 0
FUNC __main__.gradient 257.1406 1739816283.1439 257.1406 1739816283.2134 0
FUNC __main__.gradient 257.1406 1739816283.2192 257.1406 1739816283.2887 0
FUNC __main__.gradient 257.1406 1739816283.2939 257.1406 1739816283.3636 0
FUNC __main__.gradient 257.1406 1739816283.3877 257.1406 1739816283.4584 0
FUNC __main__.gradient 257.1406 1739816283.4639 257.1406 1739816283.5344 0
FUNC __main__.gradient 257.1406 1739816283.5630 257.1406 1739816283.6333 0
FUNC __main__.gradient 257.1406 1739816283.6458 257.1406 1739816283.7159 0
FUNC __main__.gradient 257.1719 1739816283.7351 257.1719 1739816283.8049 0
FUNC __main__.gradient 257.1719 1739816283.8094 257.1719 1739816283.8793 0
FUNC __main__.gradient 257.1875 1739816283.9292 257.1875 1739816284.0046 0
FUNC __main__.gradient 257.1875 1739816284.0790 257.1875 1739816284.1495 0
FUNC __main__.gradient 257.1875 1739816284.1677 257.1875 1739816284.2379 0
FUNC __main__.gradient 257.1875 1739816284.2565 257.1875 1739816284.3268 0
FUNC __main__.gradient 257.1875 1739816284.3489 257.1875 1739816284.4191 0
FUNC __main__.gradient 257.1875 1739816284.4283 257.1875 1739816284.4993 0
FUNC __main__.gradient 257.2188 1739816284.5179 257.2188 1739816284.5882 0
FUNC __main__.gradient 257.2188 1739816284.5931 257.2188 1739816284.6631 0
FUNC __main__.gradient 257.2344 1739816284.6851 257.2344 1739816284.7548 0
FUNC __main__.gradient 257.2344 1739816284.7783 257.2344 1739816284.8488 0
FUNC __main__.gradient 257.2500 1739816284.8681 257.2500 1739816284.9392 0
FUNC __main__.gradient 257.2500 1739816284.9728 257.2500 1739816285.0430 0
FUNC __main__.gradient 257.2656 1739816285.0482 257.2656 1739816285.1183 0
FUNC __main__.gradient 257.2656 1739816285.1417 257.2656 1739816285.2339 0
FUNC __main__.gradient 257.2656 1739816285.3607 257.2656 1739816285.4317 0
FUNC __main__.gradient 252.2344 1739816285.4610 252.2344 1739816285.5312 0
FUNC __main__.gradient 252.2344 1739816285.5368 252.2344 1739816285.6072 0
FUNC __main__.gradient 252.2344 1739816285.6709 252.2344 1739816285.7406 0
FUNC __main__.gradient 252.2344 1739816285.7460 252.2344 1739816285.8157 0
FUNC __main__.gradient 252.2344 1739816285.8376 252.2344 1739816285.9075 0
FUNC __main__.gradient 252.2344 1739816285.9126 252.2344 1739816285.9824 0
FUNC __main__.gradient 252.2344 1739816286.0048 252.2344 1739816286.0749 0
FUNC __main__.gradient 252.2344 1739816286.0834 252.2344 1739816286.1534 0
FUNC __main__.gradient 252.2344 1739816286.1745 252.2344 1739816286.2443 0
FUNC __main__.gradient 252.2344 1739816286.2767 252.2344 1739816286.3466 0
FUNC __main__.gradient 252.2344 1739816286.3509 252.2344 1739816286.4208 0
FUNC __main__.gradient 257.2969 1739816286.4436 257.2969 1739816286.5136 0
FUNC __main__.gradient 257.2969 1739816286.5184 257.3125 1739816286.5885 0
FUNC __main__.gradient 257.3750 1739816286.6075 257.3750 1739816286.6775 0
FUNC __main__.gradient 257.3750 1739816286.6828 257.3750 1739816286.7526 0
FUNC __main__.gradient 257.6562 1739816286.7728 257.6562 1739816286.8428 0
FUNC __main__.gradient 257.6562 1739816286.8493 257.6562 1739816286.9191 0
FUNC __main__.gradient 257.6562 1739816286.9582 257.6250 1739816287.0290 0
FUNC __main__.gradient 257.6250 1739816287.0708 257.6250 1739816287.1408 0
FUNC __main__.gradient 257.6250 1739816287.1633 257.6250 1739816287.2331 0
FUNC __main__.gradient 257.6250 1739816287.2462 257.6250 1739816287.3160 0
FUNC __main__.gradient 257.6250 1739816287.3365 257.6250 1739816287.4068 0
FUNC __main__.gradient 257.6250 1739816287.4124 257.6250 1739816287.4826 0
FUNC __main__.gradient 257.6250 1739816287.5027 257.6250 1739816287.5725 0
FUNC __main__.gradient 252.3594 1739816287.6362 239.8438 1739816287.7178 0
FUNC __main__.gradient 243.2500 1739816287.7445 243.2500 1739816287.8145 0
FUNC __main__.gradient 243.4062 1739816287.8222 243.4062 1739816287.8917 0
FUNC __main__.gradient 246.9062 1739816287.9179 246.9062 1739816287.9877 0
FUNC __main__.gradient 246.9219 1739816288.0049 246.9219 1739816288.0746 0
FUNC __main__.gradient 246.9219 1739816288.0914 246.9219 1739816288.1614 0
FUNC __main__.gradient 246.9219 1739816288.1679 246.9375 1739816288.2377 0
FUNC __main__.gradient 246.9375 1739816288.2584 246.9375 1739816288.3280 0
FUNC __main__.gradient 246.9375 1739816288.3460 246.9375 1739816288.4156 0
FUNC __main__.gradient 246.9375 1739816288.4440 246.9375 1739816288.5139 0
FUNC __main__.gradient 246.9375 1739816288.5250 246.9375 1739816288.5950 0
FUNC __main__.gradient 246.9531 1739816288.6429 246.9531 1739816288.7129 0
FUNC __main__.gradient 242.8594 1739816288.7484 242.8594 1739816288.8180 0
FUNC __main__.gradient 243.0625 1739816288.8237 243.0625 1739816288.8933 0
FUNC __main__.gradient 244.3281 1739816288.9121 244.3281 1739816288.9818 0
FUNC __main__.gradient 244.3281 1739816288.9861 244.3281 1739816289.0561 0
FUNC __main__.gradient 244.3438 1739816289.0621 244.3438 1739816289.1322 0
FUNC __main__.gradient 246.4531 1739816289.1499 246.4688 1739816289.2206 0
FUNC __main__.gradient 247.3594 1739816289.2261 247.3594 1739816289.2958 0
FUNC __main__.gradient 252.2344 1739816289.3167 252.2344 1739816289.3868 0
FUNC __main__.gradient 252.2812 1739816289.4132 252.2812 1739816289.4829 0
FUNC __main__.gradient 252.2812 1739816289.4892 252.2812 1739816289.5590 0
FUNC __main__.gradient 252.2812 1739816289.5797 252.2812 1739816289.6492 0
FUNC __main__.gradient 252.2812 1739816289.6660 252.2812 1739816289.7358 0
FUNC __main__.gradient 252.2812 1739816289.7573 252.2812 1739816289.8268 0
FUNC __main__.gradient 252.2812 1739816289.8376 252.2812 1739816289.9072 0
FUNC __main__.gradient 252.2812 1739816289.9398 252.2812 1739816290.0101 0
FUNC __main__.gradient 252.2812 1739816290.0167 252.2812 1739816290.0868 0
FUNC __main__.gradient 257.4062 1739816290.1048 257.4062 1739816290.1777 0
FUNC __main__.gradient 257.4062 1739816290.1840 257.4062 1739816290.2542 0
FUNC __main__.gradient 257.4375 1739816290.2836 257.4375 1739816290.3536 0
FUNC __main__.gradient 257.5938 1739816290.3718 257.5938 1739816290.4417 0
FUNC __main__.gradient 257.7969 1739816290.4594 257.7969 1739816290.5294 0
FUNC __main__.gradient 257.7969 1739816290.5360 257.7969 1739816290.6062 0
FUNC __main__.gradient 257.8281 1739816290.6640 257.8281 1739816290.7346 0
FUNC __main__.gradient 257.8281 1739816290.7395 257.8281 1739816290.8096 0
FUNC __main__.gradient 257.8281 1739816290.8303 257.8281 1739816290.9004 0
FUNC __main__.gradient 257.8281 1739816290.9049 257.8281 1739816290.9750 0
FUNC __main__.gradient 258.0156 1739816290.9932 258.0156 1739816291.0629 0
FUNC __main__.gradient 258.0156 1739816291.0691 258.0156 1739816291.1388 0
FUNC __main__.gradient 258.2031 1739816291.2002 258.2031 1739816291.2706 0
FUNC __main__.gradient 258.2031 1739816291.2772 258.2031 1739816291.3473 0
FUNC __main__.gradient 258.2031 1739816291.3689 258.2031 1739816291.4389 0
FUNC __main__.gradient 258.2031 1739816291.4436 258.2031 1739816291.5133 0
FUNC __main__.gradient 258.2031 1739816291.5354 258.2031 1739816291.6052 0
FUNC __main__.gradient 258.2031 1739816291.6111 258.2031 1739816291.6815 0
FUNC __main__.gradient 258.2031 1739816291.7000 258.2031 1739816291.7702 0
FUNC __main__.gradient 258.2031 1739816291.7759 258.2031 1739816291.8467 0
FUNC __main__.gradient 258.2188 1739816291.8744 258.2188 1739816291.9445 0
FUNC __main__.gradient 252.9688 1739816291.9622 252.9688 1739816292.0332 0
FUNC __main__.gradient 252.9688 1739816292.0849 252.9688 1739816292.1557 0
FUNC __main__.gradient 252.9688 1739816292.1606 252.9688 1739816292.2310 0
FUNC __main__.gradient 252.9688 1739816292.2372 252.9688 1739816292.3118 0
FUNC __main__.gradient 252.9688 1739816292.3186 252.9688 1739816292.3898 0
FUNC __main__.gradient 252.9688 1739816292.3981 252.9688 1739816292.4690 0
FUNC __main__.gradient 252.9688 1739816292.4984 252.9688 1739816292.5697 0
FUNC __main__.gradient 252.9688 1739816292.5796 252.9688 1739816292.6505 0
FUNC __main__.gradient 252.9688 1739816292.6582 252.9688 1739816292.7340 0
FUNC __main__.gradient 252.9688 1739816292.7627 252.9688 1739816292.8328 0
FUNC __main__.gradient 252.9688 1739816292.8381 252.9688 1739816292.9083 0
FUNC __main__.gradient 252.9688 1739816292.9425 252.9688 1739816293.0131 0
FUNC __main__.gradient 252.9688 1739816293.0178 252.9688 1739816293.0886 0
FUNC __main__.gradient 252.9688 1739816293.1072 252.9688 1739816293.1774 0
FUNC __main__.gradient 252.9688 1739816293.1827 252.9688 1739816293.2525 0
FUNC __main__.gradient 252.9688 1739816293.2572 252.9688 1739816293.3274 0
FUNC __main__.gradient 253.0000 1739816293.3580 253.0000 1739816293.4279 0
FUNC __main__.gradient 253.0000 1739816293.4346 253.0000 1739816293.5044 0
FUNC __main__.gradient 253.0156 1739816293.5349 253.0156 1739816293.6052 0
FUNC __main__.gradient 253.0156 1739816293.6332 253.0156 1739816293.7039 0
FUNC __main__.gradient 253.0156 1739816293.7271 253.0156 1739816293.7972 0
FUNC __main__.gradient 253.0156 1739816293.8139 253.0156 1739816293.8839 0
FUNC __main__.gradient 253.0156 1739816293.8892 253.0156 1739816293.9601 0
FUNC __main__.gradient 253.0156 1739816293.9782 253.0156 1739816294.0488 0
FUNC __main__.gradient 253.0156 1739816294.0536 253.0156 1739816294.1242 0
FUNC __main__.gradient 253.0156 1739816294.1451 253.0156 1739816294.2153 0
FUNC __main__.gradient 253.0156 1739816294.2224 253.0156 1739816294.2933 0
FUNC __main__.gradient 253.0156 1739816294.3105 253.0156 1739816294.3803 0
FUNC __main__.gradient 253.0156 1739816294.3855 253.0156 1739816294.4556 0
FUNC __main__.gradient 253.0156 1739816294.4730 253.0156 1739816294.5432 0
FUNC __main__.gradient 253.0156 1739816294.5481 253.0156 1739816294.6179 0
FUNC __main__.gradient 253.1406 1739816294.6389 253.1406 1739816294.7094 0
FUNC __main__.gradient 253.1406 1739816294.7232 253.1406 1739816294.7946 0
FUNC __main__.gradient 253.1406 1739816294.8013 253.1562 1739816294.8714 0
FUNC __main__.gradient 253.1562 1739816294.8877 253.1562 1739816294.9579 0
FUNC __main__.gradient 253.1562 1739816294.9657 253.1562 1739816295.0357 0
FUNC __main__.gradient 253.1562 1739816295.0563 253.1562 1739816295.1261 0
FUNC __main__.gradient 253.1562 1739816295.1355 253.1562 1739816295.2054 0
FUNC __main__.gradient 253.1562 1739816295.2408 253.1562 1739816295.3109 0
FUNC __main__.gradient 253.1562 1739816295.3165 253.1562 1739816295.3865 0
FUNC __main__.gradient 253.1562 1739816295.4039 253.1562 1739816295.4739 0
FUNC __main__.gradient 253.1562 1739816295.4789 253.1562 1739816295.5484 0
FUNC __main__.gradient 253.1562 1739816295.5633 253.1562 1739816295.6332 0
FUNC __main__.gradient 253.1562 1739816295.6442 253.1562 1739816295.7141 0
FUNC __main__.gradient 253.2344 1739816295.7368 253.2344 1739816295.8068 0
FUNC __main__.gradient 253.2344 1739816295.8115 253.2344 1739816295.8818 0
FUNC __main__.gradient 253.2344 1739816295.9007 253.2344 1739816295.9709 0
FUNC __main__.gradient 253.2344 1739816295.9881 253.2344 1739816296.0585 0
FUNC __main__.gradient 253.2344 1739816296.0674 253.2344 1739816296.1368 0
FUNC __main__.gradient 253.2500 1739816296.1583 253.2500 1739816296.2285 0
FUNC __main__.gradient 253.2500 1739816296.2339 253.2500 1739816296.3034 0
FUNC __main__.gradient 253.2500 1739816296.3210 253.2500 1739816296.3911 0
FUNC __main__.gradient 253.2500 1739816296.3969 253.2500 1739816296.4669 0
FUNC __main__.gradient 253.2500 1739816296.4715 253.2500 1739816296.5413 0
FUNC __main__.gradient 253.2500 1739816296.5570 253.2500 1739816296.6269 0
FUNC __main__.gradient 253.2500 1739816296.6441 253.2500 1739816296.7139 0
FUNC __main__.gradient 253.2500 1739816296.7195 253.2500 1739816296.7894 0
FUNC __main__.gradient 253.2500 1739816296.8054 253.2500 1739816296.8755 0
FUNC __main__.gradient 253.2656 1739816296.8900 253.2656 1739816296.9599 0
FUNC __main__.gradient 253.2656 1739816296.9740 253.2656 1739816297.0438 0
FUNC __main__.gradient 252.8594 1739816297.0910 252.8594 1739816297.1611 0
FUNC __main__.gradient 252.8594 1739816297.1677 252.8594 1739816297.2379 0
FUNC __main__.gradient 252.8594 1739816297.2534 252.8594 1739816297.3239 0
FUNC __main__.gradient 252.8594 1739816297.3300 252.8594 1739816297.3998 0
